report_id,date,person_role,person_injury_lvl,person_veh_type,veh_type,veh_make,veh_model,police_beat,address_no_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,address
21204315,2021-07-07,BICYCLIST,VISABLE,,BICYCLE,RAD POWER BIKES,,124,1000, ,NAUTILUS,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"1000 NAUTILUS STREET, San Diego, CA"
21204452,2021-07-12,BICYCLIST,PAIN,,BICYCLE,,,614,4900, ,SARATOGA,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"4900 SARATOGA AVENUE, San Diego, CA"
21204574,2021-07-17,BICYCLIST,VISABLE,,BICYCLE,,,826,5000, ,UNIVERSITY,AVENUE, , , ,24002,VC,OPERATE UNSAFE OR NOT SAFELY LOADED VEHICLE; IMMEDIATE SAFETY HAZARD (I),1,0,,"5000 UNIVERSITY AVENUE, San Diego, CA"
21204578,2021-07-17,BICYCLIST,VISABLE,,BICYCLE,RALE,,123,900, ,FIESTA ISLAND,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"900 FIESTA ISLAND ROAD, San Diego, CA"
21204580,2021-07-17,BICYCLIST,PAIN,,BICYCLE,,,523,, ,700TH BLOCK OF 6TH,AVENUE, ,600th block of F,STREET,22517,VC,UNSAFE OPENING OF VEH DOOR (I),1,0,,"700TH BLOCK OF 6TH AVENUE, San Diego, CA"
21204701,2021-07-21,BICYCLIST,VISABLE,,BICYCLE,JETSON BOLT PRO,,233,13000, ,RANCHO PENASQUITOS,BOULEVARD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"13000 RANCHO PENASQUITOS BOULEVARD, San Diego, CA"
21204737,2021-07-23,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,813,3100, ,ADAMS,AVENUE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"3100 ADAMS AVENUE, San Diego, CA"
21204784,2021-07-25,BICYCLIST,VISABLE,,BICYCLE,WILI,,531,1300, ,EL PRADO, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"1300 EL PRADO, San Diego, CA"
21204787,2021-07-25,BICYCLIST,VISABLE,,BICYCLE,,,615,, ,EVERGREEN,STREET, ,Willow,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"EVERGREEN STREET, San Diego, CA"
21204861,2021-07-28,BICYCLIST,SEVERE,,BICYCLE,,,712,3200, ,TEQUILA,WAY, , , ,21651B,VC,LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER (M),1,0,,"3200 TEQUILA WAY, San Diego, CA"
21204884,2021-07-29,BICYCLIST,VISABLE,,BICYCLE,,,121,3800, ,OCEAN FRONT,WALK, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3800 OCEAN FRONT WALK, San Diego, CA"
21204965,2021-08-01,BICYCLIST,VISABLE,,BICYCLE,ELEC-TRAC,,627,900, ,ROBINSON,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"900 ROBINSON AVENUE, San Diego, CA"
21205026,2021-08-03,BICYCLIST,PAIN,,BICYCLE,,,825,4000, ,ADAMS,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY (I),1,0,,"4000 ADAMS AVENUE, San Diego, CA"
21205061,2021-08-05,BICYCLIST,VISABLE,,BICYCLE,SUNDAY BMX BICYCLE,,123,2300, ,CLAIREMONT,DRIVE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,MISDEMEANOR,"2300 CLAIREMONT DRIVE, San Diego, CA"
21205225,2021-08-11,BICYCLIST,VISABLE,,BICYCLE,,,624,, ,FLORIDA,STREET, ,HOWARD,AVENUE,21461A,VC,TRAFFIC CONTROL DEV:DRVR FAILURE TO OBEY (I),1,0,,"FLORIDA STREET, San Diego, CA"
21205257,2021-08-12,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,627,3600, ,05TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3600 05TH AVENUE, San Diego, CA"
21205357,2021-08-16,BICYCLIST,VISABLE,,BICYCLE,GIANNINI,,624,2000, ,EL CAJON,BOULEVARD, , , ,21750,VC,PASSING:UNSAFE PASSING:SAME DIRECTION (I),1,0,,"2000 EL CAJON BOULEVARD, San Diego, CA"
21205377,2021-08-17,BICYCLIST,VISABLE,,BICYCLE,JETSON,,234,13100, ,PASEO LUCIDO, , , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,MISDEMEANOR,"13100 PASEO LUCIDO, San Diego, CA"
21205450,2021-08-20,BICYCLIST,PAIN,,BICYCLE,ANCHEER E-BIKE,,523,600, ,BLOCK OF 600TH,AVENUE, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"600 BLOCK OF 600TH AVENUE, San Diego, CA"
21205722,2021-08-30,BICYCLIST,VISABLE,,BICYCLE,ELECTRIC WHEEL CO.,,243,8600, ,KEARNY VILLA,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"8600 KEARNY VILLA ROAD, San Diego, CA"
21205771,2021-09-01,BICYCLIST,VISABLE,,BICYCLE,SPEC,,123,2600, ,MISSION BAY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"2600 MISSION BAY DRIVE, San Diego, CA"
21205784,2021-09-01,BICYCLIST,PAIN,,BICYCLE,SMITH & WESSON,,521,1500, ,16TH,STREET, , , ,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,,"1500 16TH STREET, San Diego, CA"
21206025,2021-09-10,BICYCLIST,PAIN,,BICYCLE,MONG,,511,, ,LOGAN,AVENUE, ,LOGAN,AVENUE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"LOGAN AVENUE, San Diego, CA"
21206137,2021-09-10,BICYCLIST,VISABLE,,BICYCLE,MASI,,511,,S,27TH,STREET, ,NATIONAL,AVENUE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"S 27TH STREET, San Diego, CA"
21206063,2021-09-11,BICYCLIST,VISABLE,,BICYCLE,BIANCHI,,617,3900, ,LOMALAND,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3900 LOMALAND DRIVE, San Diego, CA"
21206064,2021-09-11,BICYCLIST,SEVERE,,BICYCLE,SHORELINE,,124,5800, ,SOLEDAD,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"5800 SOLEDAD ROAD, San Diego, CA"
21206106,2021-09-13,BICYCLIST,VISABLE,,BICYCLE,,,512,2900, ,NATIONAL,AVENUE, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"2900 NATIONAL AVENUE, San Diego, CA"
21206129,2021-09-14,BICYCLIST,VISABLE,,BICYCLE,,,312,11200, ,TIERRASANTA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"11200 TIERRASANTA BOULEVARD, San Diego, CA"
21206166,2021-09-15,BICYCLIST,SEVERE,,BICYCLE,AVENGER,,241,, ,MIRA MESA,BOULEVARD,S,CL of mira mesa, ,21703,VC,FOLLOWING TOO CLOSELY (I),1,0,,"MIRA MESA BOULEVARD, San Diego, CA"
21206221,2021-09-17,BICYCLIST,PAIN,,BICYCLE,,,611,3500, ,SPORTS ARENA,BOULEVARD, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"3500 SPORTS ARENA BOULEVARD, San Diego, CA"
21206235,2021-09-18,BICYCLIST,VISABLE,,BICYCLE,SABER,,441,4100, ,NATIONAL,AVENUE, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"4100 NATIONAL AVENUE, San Diego, CA"
21206296,2021-09-20,BICYCLIST,VISABLE,,BICYCLE,1UP,,934,11000, ,CARMEL COUNTRY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"11000 CARMEL COUNTRY ROAD, San Diego, CA"
21206290,2021-09-20,BICYCLIST,PAIN,,BICYCLE,"TREK, INC.",,233,8500, ,CARMEL MOUNTAIN,ROAD, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"8500 CARMEL MOUNTAIN ROAD, San Diego, CA"
21206315,2021-09-20,BICYCLIST,PAIN,,BICYCLE,GIANNINI,,122,4400, ,JEWELL,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"4400 JEWELL STREET, San Diego, CA"
21206317,2021-09-21,BICYCLIST,PAIN,,BICYCLE,CERV,,123,1000, ,SEA WORLD,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"1000 SEA WORLD DRIVE, San Diego, CA"
21206334,2021-09-21,BICYCLIST,VISABLE,,BICYCLE,SPEC,,124,2500, ,TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"2500 TORREY PINES ROAD, San Diego, CA"
21206335,2021-09-21,BICYCLIST,VISABLE,,BICYCLE,DS,,529,600,W,LAUREL,STREET, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"600 W LAUREL STREET, San Diego, CA"
21206361,2021-09-22,BICYCLIST,,,BICYCLE,SPEC,,115,8800, ,REGENTS,ROAD, , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,,"8800 REGENTS ROAD, San Diego, CA"
21206386,2021-09-23,BICYCLIST,VISABLE,,BICYCLE,KONA,,622,5400, ,LINDA VISTA,ROAD, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"5400 LINDA VISTA ROAD, San Diego, CA"
21206388,2021-09-23,BICYCLIST,VISABLE,,BICYCLE,JETSON,,233,13500, ,BLACK MOUNTAIN,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"13500 BLACK MOUNTAIN ROAD, San Diego, CA"
21206500,2021-09-28,BICYCLIST,,,BICYCLE,"TREK, INC.",,721,1900, ,PALM,AVENUE, , , ,20001(B)(1),VC,HIT AND RUN RESULTING IN INJURY(IBR 13A),1,0,FELONY,"1900 PALM AVENUE, San Diego, CA"
21206516,2021-09-29,BICYCLIST,VISABLE,,BICYCLE,GIANNINI,,313,9100, ,AERO,DRIVE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"9100 AERO DRIVE, San Diego, CA"
21206613,2021-10-02,BICYCLIST,VISABLE,,BICYCLE,,,613,, ,ATASCADERO,DRIVE, ,CATALINA,BOULEVARD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"ATASCADERO DRIVE, San Diego, CA"
21206617,2021-10-02,BICYCLIST,VISABLE,,BICYCLE,,,621,6900, ,LINDA VISTA,ROAD, , , ,21803A,VC,RIGHT-OF-WAY:FROM YIELD INTERSECTION (I),1,0,,"6900 LINDA VISTA ROAD, San Diego, CA"
21206658,2021-10-04,BICYCLIST,VISABLE,,BICYCLE,KHS,,811,3300, ,ADAMS,AVENUE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"3300 ADAMS AVENUE, San Diego, CA"
21206738,2021-10-07,BICYCLIST,VISABLE,,BICYCLE,VIRTUE,,121,1100, ,WEST MISSION BAY,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY (I),1,0,,"1100 WEST MISSION BAY DRIVE, San Diego, CA"
21206803,2021-10-10,BICYCLIST,VISABLE,,BICYCLE,GIANNINI,,241,10700, ,SCRIPPS LAKE,DRIVE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"10700 SCRIPPS LAKE DRIVE, San Diego, CA"
21206913,2021-10-14,BICYCLIST,PAIN,,BICYCLE,,,821,6900, ,EL CAJON,BOULEVARD, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"6900 EL CAJON BOULEVARD, San Diego, CA"
21206922,2021-10-14,BICYCLIST,PAIN,,BICYCLE,"TREK, INC.",,123,3500, ,MISSION BAY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3500 MISSION BAY DRIVE, San Diego, CA"
21206926,2021-10-15,BICYCLIST,VISABLE,,BICYCLE,GIANNINI,,613,, ,NIMITZ,BOULEVARD, ,WEST POINT LOMA,BOULEVARD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"NIMITZ BOULEVARD, San Diego, CA"
21206951,2021-10-15,BICYCLIST,VISABLE,,BICYCLE,PEDEGO,,617,3900, ,LOMALAND,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3900 LOMALAND DRIVE, San Diego, CA"
21206946,2021-10-15,BICYCLIST,VISABLE,,BICYCLE,ELITE,,541,, ,TONY GWYNN,DRIVE, ,Trevor Hoffman,WAY,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"TONY GWYNN DRIVE, San Diego, CA"
21207005,2021-10-17,BICYCLIST,PAIN,,BICYCLE,FUJI ROBBT JR.,,813,2800, ,ADAMS,AVENUE, , , ,21751,VC,PASSING:PASS W/O ENOUGH CLEARANCE (I),1,0,MISDEMEANOR,"2800 ADAMS AVENUE, San Diego, CA"
21207036,2021-10-18,BICYCLIST,VISABLE,,BICYCLE,SPEC,,934,4300, ,DEL MAR HEIGHTS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"4300 DEL MAR HEIGHTS ROAD, San Diego, CA"
21207100,2021-10-20,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,621,6500, ,LINDA VISTA,ROAD, , , ,22517,VC,UNSAFE OPENING OF VEH DOOR (I),1,0,,"6500 LINDA VISTA ROAD, San Diego, CA"
21207107,2021-10-20,BICYCLIST,PAIN,,BICYCLE,"TREK, INC.",,444,3700, ,MARKET,STREET, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"3700 MARKET STREET, San Diego, CA"
21207118,2021-10-20,BICYCLIST,VISABLE,,BICYCLE,PEDEGO,,523,900, ,05TH,AVENUE, , , ,22517,VC,UNSAFE OPENING OF VEH DOOR (I),1,0,,"900 05TH AVENUE, San Diego, CA"
21207162,2021-10-22,BICYCLIST,VISABLE,,BICYCLE,GTBI,,524,1000, ,BROADWAY, , , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"1000 BROADWAY, San Diego, CA"
21207193,2021-10-23,BICYCLIST,VISABLE,,BICYCLE,,,315,10000, ,RIO SAN DIEGO,DRIVE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"10000 RIO SAN DIEGO DRIVE, San Diego, CA"
21207279,2021-10-27,BICYCLIST,VISABLE,,BICYCLE,CANNONDALE CORP,,124,1900, ,NAUTILUS,STREET, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"1900 NAUTILUS STREET, San Diego, CA"
21207328,2021-10-29,BICYCLIST,VISABLE,,BICYCLE,PEDEGRO,,611,, ,CUSHING,ROAD, ,FARRAGUT,ROAD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"CUSHING ROAD, San Diego, CA"
21207372,2021-10-31,BICYCLIST,VISABLE,,BICYCLE,QUIN,,122,1800, ,DIAMOND,STREET, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"1800 DIAMOND STREET, San Diego, CA"
21207376,2021-10-31,BICYCLIST,VISABLE,,BICYCLE,SPEC,,126,11000, ,NORTH TORREY PINES,ROAD, , , ,21209,VC,UNLAWFUL DRVG Mot Veh IN BICYCLE LANE (I),1,0,MISDEMEANOR,"11000 NORTH TORREY PINES ROAD, San Diego, CA"
21207571,2021-11-08,BICYCLIST,VISABLE,,BICYCLE,WANGA,,121,1000, ,WEST MISSION BAY,DRIVE, , , ,23153(A),VC,DUI ALCOHOL:CAUSING BODILY INJURY (F),2,0,FELONY,"1000 WEST MISSION BAY DRIVE, San Diego, CA"
21207572,2021-11-08,BICYCLIST,VISABLE,,BICYCLE,FOCU,,242,8200, ,MIRA MESA,BOULEVARD, , , ,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,,"8200 MIRA MESA BOULEVARD, San Diego, CA"
21207593,2021-11-09,BICYCLIST,VISABLE,,BICYCLE,JIS,,511,, ,SIGSBEE,STREET, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"SIGSBEE STREET, San Diego, CA"
21207695,2021-11-14,BICYCLIST,PAIN,,BICYCLE,PEDI CAB,,522,100,W,MARKET,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"100 W MARKET STREET, San Diego, CA"
21207707,2021-11-14,BICYCLIST,PAIN,,BICYCLE,SONDORS,,614,5000, ,NIAGARA,AVENUE, , , ,21804,VC,RIGHT-OF-WAY:ENTERING HWY (I),1,0,,"5000 NIAGARA AVENUE, San Diego, CA"
21207762,2021-11-16,BICYCLIST,VISABLE,,BICYCLE,NO BRAND,,825,5100, ,FAIRMOUNT,AVENUE, , , ,21804,VC,RIGHT-OF-WAY:ENTERING HWY (I),1,0,,"5100 FAIRMOUNT AVENUE, San Diego, CA"
21207819,2021-11-19,BICYCLIST,VISABLE,,BICYCLE,INFINITI,,813,20,E,OF CL 3400 30TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"20 E OF CL 3400 30TH STREET, San Diego, CA"
21207936,2021-11-24,BICYCLIST,PAIN,,BICYCLE,SWAGTRON,,621,7000, ,LINDA VISTA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"7000 LINDA VISTA ROAD, San Diego, CA"
21208235,2021-12-07,BICYCLIST,SEVERE,,BICYCLE,ROAD MOTOR HOME,,529,2100, ,01ST,AVENUE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"2100 01ST AVENUE, San Diego, CA"
21208696,2021-12-11,BICYCLIST,VISABLE,,BICYCLE,SPEC,,932,12600, ,NORTH TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"12600 NORTH TORREY PINES ROAD, San Diego, CA"
21208406,2021-12-15,BICYCLIST,PAIN,,BICYCLE,"TREK, INC.",,711,2200, ,DAIRY MART,ROAD, , , ,21804,VC,RIGHT-OF-WAY:ENTERING HWY (I),1,0,,"2200 DAIRY MART ROAD, San Diego, CA"
21208633,2021-12-23,BICYCLIST,PAIN,,BICYCLE,ABIK,,515,2700, ,BLOCK OF IMPERIAL,AVENUE, , , ,12500(A),VC,DRVG WITHOUT VALID DRVR'S LIC (I),1,0,,"2700 BLOCK OF IMPERIAL AVENUE, San Diego, CA"
21208788,2021-12-31,BICYCLIST,VISABLE,,BICYCLE,ELEC-TRAC,,813,300,S,OF CURBLINE 1900 CYPRESS,AVENUE, , , ,21750,VC,PASSING:UNSAFE PASSING:SAME DIRECTION (I),1,0,,"300 S OF CURBLINE 1900 CYPRESS AVENUE, San Diego, CA"
22200902,2022-01-05,BICYCLIST,VISABLE,,BICYCLE,ESWIFT,,122,900, ,THOMAS,AVENUE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"900 THOMAS AVENUE, San Diego, CA"
22200111,2022-01-06,BICYCLIST,VISABLE,,BICYCLE,SE BIKES,,628,3500, ,REYNARD,WAY, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,MISDEMEANOR,"3500 REYNARD WAY, San Diego, CA"
22200396,2022-01-10,BICYCLIST,PAIN,,BICYCLE,ENDURACE,,723,3400, ,PALM,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3400 PALM AVENUE, San Diego, CA"
22200276,2022-01-14,BICYCLIST,VISABLE,,BICYCLE,RAD POWER BIKES,,233,12300, ,DARKWOOD,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"12300 DARKWOOD ROAD, San Diego, CA"
22200381,2022-01-18,BICYCLIST,,,BICYCLE,RAD POWER BIKES,,934,12900, ,TORREY RIDGE,DRIVE, , , ,21456B,VC,PEDESTRIAN CROSS AGAINST NO WALK SIGN/SIGNAL (I),1,0,,"12900 TORREY RIDGE DRIVE, San Diego, CA"
22200434,2022-01-20,BICYCLIST,PAIN,,BICYCLE,"TREK, INC.",,115,5800, ,REGENTS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"5800 REGENTS ROAD, San Diego, CA"
22200449,2022-01-21,BICYCLIST,VISABLE,,BICYCLE,,,622,1200, ,MOLLIE,STREET, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"1200 MOLLIE STREET, San Diego, CA"
22200476,2022-01-22,BICYCLIST,VISABLE,,BICYCLE,SHIPMATE,,713,1200, ,PIPER RANCH,ROAD, , , ,21651(A)1,VC,"DRIVE OVER, UPON, OR ACROSS DIVIDING SECTION OF HIGHWAY (I)",1,0,,"1200 PIPER RANCH ROAD, San Diego, CA"
22200610,2022-01-29,BICYCLIST,PAIN,,BICYCLE,DIMOND BACK,,122,3900, ,CROWN POINT,DRIVE, , , ,21750,VC,PASSING:UNSAFE PASSING:SAME DIRECTION (I),1,0,,"3900 CROWN POINT DRIVE, San Diego, CA"
22200779,2022-02-05,BICYCLIST,PAIN,,BICYCLE,HOME MADE,,441,4300, ,IMPERIAL,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"4300 IMPERIAL AVENUE, San Diego, CA"
22200774,2022-02-05,BICYCLIST,VISABLE,,BICYCLE,DENA,,614,2800, ,SUNSET CLIFFS,BOULEVARD, , , ,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,,"2800 SUNSET CLIFFS BOULEVARD, San Diego, CA"
22200823,2022-02-07,BICYCLIST,VISABLE,,BICYCLE,,,525,700, ,04TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"700 04TH AVENUE, San Diego, CA"
22200909,2022-02-11,BICYCLIST,VISABLE,,BICYCLE,GENERAL MOTORS CORP,,441,3600, ,OCEAN VIEW,BOULEVARD, , , ,24002,VC,OPERATE UNSAFE OR NOT SAFELY LOADED VEHICLE; IMMEDIATE SAFETY HAZARD (I),1,0,,"3600 OCEAN VIEW BOULEVARD, San Diego, CA"
22200936,2022-02-12,BICYCLIST,VISABLE,,BICYCLE,,,324,7800, ,NAVAJO,ROAD, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"7800 NAVAJO ROAD, San Diego, CA"
22201058,2022-02-17,BICYCLIST,PAIN,,BICYCLE,PRIORITY BICYCLES,,934,3600, ,CARMEL MOUNTAIN,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3600 CARMEL MOUNTAIN ROAD, San Diego, CA"
22201119,2022-02-20,BICYCLIST,PAIN,,BICYCLE,"TREK, INC.",,511,, ,CESAR E CHAVEZ,PARKWAY, ,NATIONAL,AVENUE,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"CESAR E CHAVEZ PARKWAY, San Diego, CA"
22201255,2022-02-27,BICYCLIST,PAIN,,BICYCLE,NISH,,242,9600, ,MIRA MESA,BOULEVARD, , , ,21801B,VC,RIGHT-OF-WAY: TO TURNING VEHICLES THAT HAVE YIELDED (I),1,0,,"9600 MIRA MESA BOULEVARD, San Diego, CA"
22201259,2022-02-27,BICYCLIST,,,BICYCLE,,,524,1000, ,KETTNER,BOULEVARD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"1000 KETTNER BOULEVARD, San Diego, CA"
22201374,2022-03-04,BICYCLIST,PAIN,,BICYCLE,,,627,100,W,UNIVERSITY,AVENUE, , , ,22517,VC,UNSAFE OPENING OF VEH DOOR (I),1,0,MISDEMEANOR,"100 W UNIVERSITY AVENUE, San Diego, CA"
22201529,2022-03-11,BICYCLIST,VISABLE,,BICYCLE,,,839,3800, ,WABASH,AVENUE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"3800 WABASH AVENUE, San Diego, CA"
22201551,2022-03-12,BICYCLIST,PAIN,,BICYCLE,HARO,,124,2100, ,CALLE FRESCOTA, , , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,,"2100 CALLE FRESCOTA, San Diego, CA"
22201553,2022-03-12,BICYCLIST,PAIN,,BICYCLE,"TREK, INC.",,521,, ,16TH,STREET, , , ,21800A,VC,RIGHT-OF-WAY:INTERSECTION,1,0,FELONY,"16TH STREET, San Diego, CA"
22201585,2022-03-13,BICYCLIST,PAIN,,BICYCLE,WHEELER,,521,1200, ,PARK,BOULEVARD, , , ,21650,VC,LANE USAGE:FAIL TO DRIVE ON RIGHT HALF OF ROAD (I),1,0,,"1200 PARK BOULEVARD, San Diego, CA"
22201601,2022-03-14,BICYCLIST,VISABLE,,BICYCLE,FUJI ROBBT JR.,,614,, ,DEL MONTE,AVENUE, ,EBERS,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"DEL MONTE AVENUE, San Diego, CA"
